id,host_id,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_verifications,host_identity_verified,neighbourhood,room_type,accommodates,bedrooms,beds,amenities,minimum_nights,maximum_nights,has_availability,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
606240,3002688,Catherine,7/20/12,within an hour,100%,100%,f,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,San Carlos,Entire home/apt,5,3,3,"[""Dryer"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Indoor fireplace"", ""Barbecue utensils"", ""Shampoo"", ""Bathtub"", ""Single level home"", ""Iron"", ""Wifi \u2013 600 Mbps"", ""Washer"", ""55\"" HDTV with Netflix, Amazon Prime Video, premium cable, standard cable"", ""Dishes and silverware"", ""Garden or backyard"", ""Laundromat nearby"", ""Free street parking"", ""Coffee maker"", ""Cable TV"", ""GE Stainless Steel Gas Stove stainless steel gas stove"", ""Conditioner"", ""Fire extinguisher"", ""Freezer"", ""Cooking basics"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Lockbox"", ""Refrigerator"", ""Hangers"", ""BBQ grill"", ""Fireplace guards"", ""Dishwasher"", ""Body soap"", ""Dedicated workspace"", ""Smoke alarm"", ""Free parking on premises"", ""Baking sheet"", ""Piano"", ""Room-darkening shades"", ""Patio or balcony"", ""GE with second oven/warming drawer stainless steel oven"", ""Essentials""]",7,120,t,88,72,98,f,0.71
617211,1921058,Philip,3/14/12,within an hour,100%,100%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,South San Francisco,Entire home/apt,4,1,2,"[""Private entrance"", ""Long term stays allowed"", ""Hot water"", ""Washer"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Kitchen"", ""Lockbox"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Iron"", ""Stove"", ""Oven"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Patio or balcony""]",2,100,t,332,294,97,f,2.93
631807,3142166,Michelle,8/2/12,within an hour,100%,100%,t,"['email', 'phone', 'facebook', 'reviews']",f,Foster City,Entire home/apt,1,1,1,"[""Long term stays allowed"", ""Smoke alarm"", ""First aid kit"", ""Free street parking"", ""Dishes and silverware"", ""Heating"", ""Host greets you"", ""Private entrance"", ""Cable TV"", ""Garden or backyard"", ""Patio or balcony"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Microwave"", ""Shampoo"", ""Essentials"", ""TV"", ""Wifi"", ""Fire extinguisher"", ""Single level home"", ""Hangers""]",5,365,t,358,21,99,t,0.21
633412,3153014,Lisa Myshall,8/4/12,within an hour,100%,97%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,Burlingame,Private room,2,1,1,"[""Garden or backyard"", ""Hot water"", ""Bathtub"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Free street parking"", ""Dedicated workspace"", ""Heating"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Iron"", ""Extra pillows and blankets"", ""Refrigerator"", ""Cable TV"", ""Fire extinguisher"", ""TV"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Breakfast"", ""Free parking on premises"", ""Bed linens""]",1,365,t,365,359,98,t,3.68
634347,2270239,Annette And Fred,5/2/12,within an hour,100%,83%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,Unincorporated Areas,Entire home/apt,6,3,3,"[""Cooking basics"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Refrigerator"", ""Kitchen"", ""Patio or balcony"", ""Indoor fireplace"", ""Washer"", ""Oven"", ""Microwave"", ""Smoke alarm"", ""Smart lock"", ""Baking sheet"", ""First aid kit"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Essentials"", ""Dedicated workspace"", ""Coffee maker"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Shower gel"", ""Bathtub"", ""Bed linens"", ""Barbecue utensils"", ""Private entrance"", ""Stove"", ""Long term stays allowed"", ""Free street parking"", ""Carbon monoxide alarm"", ""Garden or backyard"", ""Cable TV"", ""Extra pillows and blankets"", ""Hot tub"", ""TV"", ""Shampoo"", ""BBQ grill"", ""Free parking on premises""]",5,90,t,124,85,98,f,0.84
637600,3180684,Tara,8/6/12,within an hour,100%,89%,t,"['email', 'phone', 'reviews', 'kba']",t,San Carlos,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Lockbox"", ""Dishes and silverware"", ""Patio or balcony"", ""Barbecue utensils"", ""Oven"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Freezer"", ""Hangers"", ""Smoke alarm"", ""Body soap"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Laundromat nearby"", ""Iron"", ""Lock on bedroom door"", ""Free street parking"", ""BBQ grill"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""Dryer"", ""TV"", ""Bread maker"", ""Pool"", ""Garden or backyard"", ""Portable fans"", ""Single level home"", ""Conditioner"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Baking sheet"", ""Hot tub"", ""Stove""]",5,365,t,293,105,98,f,1.03
646496,3240667,Evelyn,8/13/12,within a few hours,100%,75%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,Belmont,Private room,1,1,0,"[""Extra pillows and blankets"", ""Free parking on premises"", ""Cable TV"", ""Private entrance"", ""Long term stays allowed"", ""TV"", ""Hot water"", ""Hangers"", ""Carbon monoxide alarm"", ""Heating"", ""Dedicated workspace"", ""Iron"", ""Washer"", ""Wifi"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Lock on bedroom door"", ""Bed linens""]",3,365,t,332,76,99,f,0.74
664068,3354031,Marky,8/23/12,within an hour,100%,67%,f,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'government_id']",f,Unincorporated Areas,Entire home/apt,8,3,5,"[""Oven"", ""Changing table"", ""Dryer"", ""Pool"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Long term stays allowed"", ""Gym"", ""Indoor fireplace"", ""Shampoo"", ""Bathtub"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Keypad"", ""Coffee maker"", ""TV"", ""Wifi"", ""Cable TV"", ""Fire extinguisher"", ""Cooking basics"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Heating"", ""Carbon monoxide alarm"", ""Bed linens"", ""Refrigerator"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""First aid kit"", ""Hangers"", ""Dishwasher"", ""Dedicated workspace"", ""Cleaning before checkout"", ""Smoke alarm"", ""Free parking on premises"", ""Hot tub"", ""Essentials""]",4,1125,t,358,53,91,f,0.54
706437,49735,Laurel,10/29/09,within an hour,100%,98%,t,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Menlo Park,Entire home/apt,2,1,2,"[""Private entrance"", ""Long term stays allowed"", ""TJs Tea Tree Tingle conditioner"", ""Hot water"", ""Washer"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Freezer"", ""Kitchen"", ""Luggage dropoff allowed"", ""Shower gel"", ""Portable fans"", ""Free street parking"", ""Carbon monoxide alarm"", ""Heating"", ""Dedicated workspace"", ""Dishwasher"", ""Iron"", ""Stove"", ""Oven"", ""Extra pillows and blankets"", ""Pack \u2019n Play/travel crib"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""First aid kit"", ""Smoke alarm"", ""Microwave"", ""Baking sheet"", ""Ceiling fan"", ""Coffee maker"", ""Cooking basics"", ""Dishes and silverware"", ""Free parking on premises"", ""Bed linens""]",3,365,t,292,112,97,t,1.15
760743,3381955,Nuala,8/26/12,within a day,100%,100%,t,"['email', 'phone', 'reviews', 'kba']",t,San Bruno,Entire home/apt,4,2,3,"[""Cooking basics"", ""Hot water"", ""Hangers"", ""Wifi"", ""Dryer"", ""Refrigerator"", ""Kitchen"", ""Host greets you"", ""Washer"", ""Oven"", ""Microwave"", ""Smoke alarm"", ""First aid kit"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Essentials"", ""Dedicated workspace"", ""Coffee maker"", ""Ethernet connection"", ""Iron"", ""Heating"", ""Fire extinguisher"", ""Children\u2019s books and toys"", ""Bed linens"", ""Private entrance"", ""Stove"", ""Long term stays allowed"", ""Crib"", ""Free street parking"", ""Carbon monoxide alarm"", ""Garden or backyard"", ""Cable TV"", ""Extra pillows and blankets"", ""TV"", ""Single level home"", ""Shampoo"", ""Patio or balcony"", ""Free parking on premises""]",3,90,t,337,297,98,f,3.02
789518,2938406,Lisa,7/14/12,within an hour,100%,50%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'government_id']",t,Half Moon Bay,Entire home/apt,10,5,6,"[""Iron"", ""Cable TV"", ""Kitchen"", ""Smoke alarm"", ""TV"", ""Carbon monoxide alarm"", ""Keypad"", ""Heating"", ""Washer"", ""Wifi"", ""Free parking on premises"", ""Dedicated workspace"", ""Dryer"", ""Hair dryer""]",2,28,t,350,7,97,f,0.13
796558,3153014,Lisa Myshall,8/4/12,within an hour,100%,97%,t,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,Burlingame,Private room,2,1,1,"[""Iron"", ""Breakfast"", ""Shampoo"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Garden or backyard"", ""Dedicated workspace"", ""Hair dryer"", ""Bathtub"", ""Hot water"", ""Bed linens"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Coffee maker"", ""Refrigerator"", ""Long term stays allowed"", ""Extra pillows and blankets""]",1,90,t,0,306,97,t,3.63
808914,2441782,Brian,5/22/12,within an hour,100%,100%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,Burlingame,Entire home/apt,2,1,0,"[""Smoke alarm"", ""Free street parking"", ""Cooking basics"", ""TV"", ""Heating"", ""Iron"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Lockbox"", ""Luggage dropoff allowed"", ""Cable TV"", ""Hair dryer"", ""Wifi"", ""Kitchen"", ""Dishes and silverware"", ""Essentials"", ""Shampoo"", ""Dedicated workspace"", ""Long term stays allowed""]",4,29,t,0,220,97,t,2.24
811391,4028745,Rod,11/1/12,N/A,N/A,N/A,f,"['email', 'phone', 'facebook']",f,Hillsborough,Private room,1,1,1,"[""Air conditioning"", ""Breakfast"", ""Dryer"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Cable TV"", ""Washer"", ""Gym""]",1,2,f,0,0,,f,
817957,962083,Sylvia,8/12/11,N/A,N/A,50%,f,"['email', 'phone', 'reviews', 'kba', 'work_email']",t,Unincorporated Areas,Private room,2,1,1,"[""Air conditioning"", ""Washer"", ""Smoke alarm"", ""Free street parking"", ""Host greets you"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Indoor fireplace"", ""Iron"", ""Refrigerator"", ""Free parking on premises"", ""Carbon monoxide alarm"", ""Microwave"", ""Kitchen"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""TV"", ""Wifi"", ""Dryer"", ""Hangers""]",2,4,t,365,31,98,f,0.33
842458,1905172,Cath,3/11/12,within an hour,100%,86%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'work_email']",t,Unincorporated Areas,Private room,2,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Shower gel"", ""First aid kit"", ""Microwave"", ""Breakfast"", ""Dishwasher"", ""Dryer"", ""Private entrance"", ""Garden or backyard"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",2,90,t,336,91,97,f,0.93
855620,269720,Philip,10/24/10,within a day,100%,N/A,f,"['email', 'phone', 'reviews', 'kba']",t,Redwood City,Private room,2,1,1,"[""Breakfast"", ""Shampoo"", ""Cable TV"", ""Kitchen"", ""Air conditioning"", ""TV"", ""Dryer"", ""Smoke alarm"", ""First aid kit"", ""Heating"", ""Washer"", ""Wifi"", ""Essentials"", ""Pool"", ""Free parking on premises"", ""Indoor fireplace""]",5,28,t,0,59,96,f,0.61
896948,4784899,Jane,1/21/13,within a day,100%,50%,f,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Menlo Park,Private room,1,1,1,"[""Dedicated workspace"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Cable TV"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Washer"", ""Extra pillows and blankets"", ""Hangers""]",1,1125,t,365,34,94,f,0.35
902703,4824967,Tim,1/23/13,within a day,100%,N/A,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,Woodside,Entire home/apt,6,3,3,"[""Oven"", ""Changing table"", ""Dryer"", ""Hot water"", ""Stove"", ""Private entrance"", ""Hair dryer"", ""Kitchen"", ""Microwave"", ""Indoor fireplace"", ""Shampoo"", ""Barbecue utensils"", ""Bathtub"", ""Children\u2019s books and toys"", ""Iron"", ""Washer"", ""Dishes and silverware"", ""Garden or backyard"", ""Free street parking"", ""Coffee maker"", ""TV"", ""Wifi"", ""Cable TV"", ""Fire extinguisher"", ""Cooking basics"", ""Extra pillows and blankets"", ""Heating"", ""Bed linens"", ""Lockbox"", ""Refrigerator"", ""Ethernet connection"", ""Luggage dropoff allowed"", ""Hangers"", ""BBQ grill"", ""Fireplace guards"", ""Dishwasher"", ""Dedicated workspace"", ""Smoke alarm"", ""Baking sheet"", ""Free parking on premises"", ""Patio or balcony"", ""EV charger"", ""Essentials"", ""Shower gel""]",7,30,t,0,1,100,f,0.01
912970,4899769,Kawika,1/29/13,within a few hours,100%,95%,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id', 'work_email']",t,South San Francisco,Entire home/apt,4,1,2,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Hair dryer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Hangers"", ""Pack \u2019n Play/travel crib"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""Shower gel"", ""Room-darkening shades"", ""First aid kit"", ""Microwave"", ""Keypad"", ""Dryer"", ""Children\u2019s books and toys"", ""TV"", ""Private entrance"", ""Cable TV"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Baking sheet"", ""Children\u2019s dinnerware"", ""Stove""]",2,90,t,350,151,95,f,1.64
915110,4358242,Amanda,12/8/12,within an hour,90%,93%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Unincorporated Areas,Entire home/apt,2,1,1,"[""Refrigerator"", ""Hot water"", ""Lockbox"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""First aid kit"", ""Microwave"", ""Dryer"", ""TV"", ""Babysitter recommendations"", ""Baby bath"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer""]",7,105,t,216,101,97,f,1.06
926837,1119862,Josh,9/6/11,N/A,N/A,67%,t,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,Redwood City,Entire home/apt,1,1,1,"[""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Barbecue utensils"", ""Hair dryer"", ""Extra pillows and blankets"", ""Building staff"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Air conditioning"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Coffee maker"", ""Wifi"", ""Iron"", ""Free street parking"", ""BBQ grill"", ""Shower gel"", ""First aid kit"", ""Microwave"", ""Dryer"", ""TV"", ""Private entrance"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Stove""]",30,180,t,75,156,99,f,1.68
1019374,5612106,La,3/25/13,N/A,N/A,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",t,Unincorporated Areas,Private room,1,1,1,"[""Refrigerator"", ""Hot water"", ""Bathtub"", ""Dishes and silverware"", ""Patio or balcony"", ""Bed linens"", ""Oven"", ""Building staff"", ""Extra pillows and blankets"", ""Hair dryer"", ""Long term stays allowed"", ""Hangers"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Wifi"", ""Iron"", ""Free street parking"", ""First aid kit"", ""Microwave"", ""Dishwasher"", ""Dryer"", ""Babysitter recommendations"", ""Pocket wifi"", ""Garden or backyard"", ""Single level home"", ""Dedicated workspace"", ""Cooking basics"", ""Indoor fireplace"", ""Free parking on premises"", ""Kitchen"", ""Heating"", ""Fire extinguisher"", ""Shampoo"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Cleaning before checkout"", ""Stove""]",3,30,t,365,9,91,f,0.33
1076748,5911635,Maya,4/13/13,within a few hours,100%,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Daly City,Private room,2,1,1,"[""Free parking on premises"", ""Cable TV"", ""TV"", ""Kitchen"", ""Heating"", ""Washer"", ""Wifi"", ""Dryer"", ""Air conditioning"", ""Essentials""]",3,365,t,365,38,97,t,0.42
1076776,5911635,Maya,4/13/13,within a few hours,100%,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,Daly City,Private room,1,1,1,"[""Shampoo"", ""Cable TV"", ""Kitchen"", ""Air conditioning"", ""TV"", ""Smoke alarm"", ""First aid kit"", ""Carbon monoxide alarm"", ""Washer"", ""Heating"", ""Wifi"", ""Essentials"", ""Free parking on premises"", ""Dryer""]",4,365,t,97,24,93,f,0.26
1076872,5925837,Mary,4/14/13,within a day,50%,33%,t,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,Pacifica,Entire home/apt,3,1,2,"[""Smoke alarm"", ""Air conditioning"", ""Beachfront"", ""Indoor fireplace"", ""Dryer"", ""Free parking on premises"", ""TV"", ""Kitchen"", ""Wifi"", ""Heating"", ""Iron"", ""Hair dryer"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""Hot tub"", ""Hangers""]",14,180,t,161,14,92,f,0.15
1076875,12561,Diane,4/7/09,within a day,100%,60%,t,"['email', 'phone', 'reviews', 'kba']",f,San Carlos,Entire home/apt,6,3,3,"[""Iron"", ""Dishes and silverware"", ""Shampoo"", ""Fire extinguisher"", ""Keypad"", ""Patio or balcony"", ""Essentials"", ""Microwave"", ""Free street parking"", ""Cable TV"", ""Smoke alarm"", ""Extra pillows and blankets"", ""First aid kit"", ""Carbon monoxide alarm"", ""Fireplace guards"", ""Garden or backyard"", ""Dedicated workspace"", ""Indoor fireplace"", ""Hair dryer"", ""Stove"", ""Bathtub"", ""Dishwasher"", ""Hot water"", ""Air conditioning"", ""TV"", ""Bed linens"", ""BBQ grill"", ""Heating"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Oven"", ""Coffee maker"", ""Room-darkening shades"", ""Children\u2019s dinnerware"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Kitchen"", ""Long term stays allowed"", ""Washer"", ""Cooking basics"", ""Dryer""]",4,270,t,364,54,99,f,0.58
1122033,43806,Vic,10/6/09,within an hour,91%,60%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Millbrae,Shared room,12,1,6,"[""Smoke alarm"", ""Dedicated workspace"", ""Hot water"", ""Dryer"", ""TV"", ""Kitchen"", ""Wifi"", ""Heating"", ""Iron"", ""Fire extinguisher"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Carbon monoxide alarm"", ""Washer"", ""First aid kit"", ""Hangers""]",30,1125,t,365,41,94,f,0.44
1122179,43806,Vic,10/6/09,within an hour,91%,60%,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,Millbrae,Shared room,6,1,0,"[""Smoke alarm"", ""Wifi"", ""First aid kit"", ""Heating"", ""Kitchen"", ""Dryer"", ""Hangers"", ""Hair dryer"", ""Iron"", ""TV"", ""Fire extinguisher"", ""Dedicated workspace"", ""Washer"", ""Air conditioning"", ""Carbon monoxide alarm""]",30,1125,t,290,36,94,f,0.39
